Claim,Updated,org,location,service,gogetta_link (service),gogetta_link,website,category,Age min,Age max (inclusive),All ages,Population served,phones,address,city,zipcode,visible_on_gogetta,Notes,extracted service id,From DB: Age min,From DB: Age max,From DB: Population served
doobneek,TRUE,After Hours Project,935 Broadway,Case Management,https://www.gogetta.nyc/team/location/a6a042e1-4954-455f-9576-b8b344034bf4/services/8a3986c3-4d59-44a4-858b-4b3cbcfb468a,https://www.gogetta.nyc/find/location/a6a042e1-4954-455f-9576-b8b344034bf4,afterhoursproject.org,Health,13,,,,347.663.7615,935 Broadway,Brooklyn,11206,V,,8a3986c3-4d59-44a4-858b-4b3cbcfb468a,,,
doobneek,TRUE,After Hours Project,935 Broadway,Free HIV/STI/HCV Testing,https://www.gogetta.nyc/team/location/a6a042e1-4954-455f-9576-b8b344034bf4/services/cb131c0c-22d5-4522-9f56-b2e2fe91d8e7,https://www.gogetta.nyc/find/location/a6a042e1-4954-455f-9576-b8b344034bf4,afterhoursproject.org,Health,13,,,,347.663.7615,935 Broadway,Brooklyn,11206,V,,cb131c0c-22d5-4522-9f56-b2e2fe91d8e7,,,
doobneek,TRUE,After Hours Project,935 Broadway,Mental Health Counseling,https://www.gogetta.nyc/team/location/a6a042e1-4954-455f-9576-b8b344034bf4/services/d6fd9816-dfe4-4778-b721-6672d47d74af,https://www.gogetta.nyc/find/location/a6a042e1-4954-455f-9576-b8b344034bf4,afterhoursproject.org,Health,13,,,,347.663.7615,935 Broadway,Brooklyn,11206,V,,d6fd9816-dfe4-4778-b721-6672d47d74af,,,
doobneek,TRUE,Agape Christian Center,,Food Pantry,https://www.gogetta.nyc/team/location/b2c2c918-f50d-451b-8bf6-b6f800ea76f5/services/4b67828a-0f39-4702-85dd-2635830e3b5b,https://www.gogetta.nyc/find/location/b2c2c918-f50d-451b-8bf6-b6f800ea76f5,agapechristiancenter.net,Food Pantry,,,X,,718.418.2749,59-02 Summerfield St,RIDGEWOOD,11385,V,,4b67828a-0f39-4702-85dd-2635830e3b5b,,,
doobneek,TRUE,Agape Food Rescue,,Food Pantry,https://www.gogetta.nyc/team/location/b49e77dd-c02d-45e1-bdec-143fd8b733ad/services/0ebce267-f227-4929-b9b2-af8326491b33,https://www.gogetta.nyc/find/location/b49e77dd-c02d-45e1-bdec-143fd8b733ad,https://www.facebook.com/agapefoodrescue/,Food Pantry,16,,,,(718) 502-1928,1386 Sutter Ave,Brooklyn,11216,V,,0ebce267-f227-4929-b9b2-af8326491b33,,,
,,Agatha House Foundation,,Food Pantry,https://www.gogetta.nyc/team/location/61d9a075-1b56-41cf-a2fd-187152d6ba40/services/e990baa3-402c-429b-9c82-8ee0e6b8e160,https://www.gogetta.nyc/find/location/61d9a075-1b56-41cf-a2fd-187152d6ba40,https://agathahouse.org,Food Pantry,,,,,646-335-2334,4471 Mundy Lane,The Bronx,10466,,,e990baa3-402c-429b-9c82-8ee0e6b8e160,,,
Kiesha,TRUE,AHRC - The Arc New York,The Clinical Center for Disabilities,OPWDD-Certified Article 16 Clinic,https://www.gogetta.nyc/team/location/63d30cae-f899-45f9-9c5a-9ecf4aaa3bd8/services/314e42e9-2f3f-4953-816b-a6085039b9ea,https://www.gogetta.nyc/find/location/63d30cae-f899-45f9-9c5a-9ecf4aaa3bd8,ahrcnyc.org/locations/ahrc-article-16-clinic-bronx,Health,,,,,718.367.3691,2488 Grand Concourse,Bronx,10458,V,,314e42e9-2f3f-4953-816b-a6085039b9ea,,,
Kiesha,TRUE,AHRC - The Arc New York,Headquarters and Clinic,Referral and Information Center,https://www.gogetta.nyc/team/location/3276b16e-7659-469f-b5dc-1a9d7e65ad3b/services/05a3c2cf-6758-4330-893a-7dc664a4c185,https://www.gogetta.nyc/find/location/3276b16e-7659-469f-b5dc-1a9d7e65ad3b,ahrcnyc.org,Other service,5,,,,212.780.2500,85 Maiden Ln,New York,10038,V,,05a3c2cf-6758-4330-893a-7dc664a4c185,,,
Kiesha,TRUE,AHRC - The Arc New York,Headquarters and Clinic,Clinical Center for Disabilities,https://www.gogetta.nyc/team/location/3276b16e-7659-469f-b5dc-1a9d7e65ad3b/services/f6f8ba6d-212a-4496-96e2-8bba17fe9bef,https://www.gogetta.nyc/find/location/3276b16e-7659-469f-b5dc-1a9d7e65ad3b,ahrcnyc.org,Health,5,,,,212.780.2500,85 Maiden Ln,New York,10038,V,,f6f8ba6d-212a-4496-96e2-8bba17fe9bef,,,
doobneek,TRUE,Aid for AIDS,,Case Management and Other Supports,https://www.gogetta.nyc/team/location/ce11bdaf-ab40-4206-861f-9e19f832b3be/services/61766b04-4148-402d-a129-7091f75c11a0,https://www.gogetta.nyc/find/location/ce11bdaf-ab40-4206-861f-9e19f832b3be,aidforaids.org,Other service,18,,,,212.337.8043,"131 Varick St, Suite 1006",New York,10013,V,,61766b04-4148-402d-a129-7091f75c11a0,,,
doobneek,TRUE,AIDS Center of Queens County (ACQC),Northwell Health Far Rockaway Treatment Center,Free Testing Walk-ins,https://www.gogetta.nyc/team/location/c7b814d8-d41c-4fb9-a942-6587bba62225/services/3b3e5fe6-d820-44ba-a64b-2d1ac4097fe1,https://www.gogetta.nyc/find/location/c7b814d8-d41c-4fb9-a942-6587bba62225,acqc.org,Health,18,,,,(718) 739-2525,1600 Central Ave,FAR ROCKAWAY,11691,V,,3b3e5fe6-d820-44ba-a64b-2d1ac4097fe1,,,
doobneek,TRUE,AIDS Center of Queens County (ACQC),Northwell Health Far Rockaway Treatment Center,Food Pantry,https://www.gogetta.nyc/team/location/c7b814d8-d41c-4fb9-a942-6587bba62225/services/707e7789-4b8d-4312-a4ee-e7d31bf20817,https://www.gogetta.nyc/find/location/c7b814d8-d41c-4fb9-a942-6587bba62225,acqc.org,Food Pantry,18,,,,(718) 739-2525,1600 Central Ave,FAR ROCKAWAY,11691,V,,707e7789-4b8d-4312-a4ee-e7d31bf20817,,,
doobneek,TRUE,AIDS Center of Queens County (ACQC),Northwell Health Far Rockaway Treatment Center,"Therapy, Case Workers, and Other Medical Appointments",https://www.gogetta.nyc/team/location/c7b814d8-d41c-4fb9-a942-6587bba62225/services/9be5a3cb-6caf-4b88-b5ff-d971291e947f,https://www.gogetta.nyc/find/location/c7b814d8-d41c-4fb9-a942-6587bba62225,acqc.org,Health,18,,,,(718) 739-2525,1600 Central Ave,FAR ROCKAWAY,11691,V,,9be5a3cb-6caf-4b88-b5ff-d971291e947f,,,
doobneek,TRUE,AIDS Center of Queens County (ACQC),Jamaica Site - Main Office,Rapid STI and HIV Testing,https://www.gogetta.nyc/team/location/3442470d-8b16-42ea-be8c-1c5147e834c8/services/0cc13ae8-0244-44ec-9531-fc8bfae1ead6,https://www.gogetta.nyc/find/location/3442470d-8b16-42ea-be8c-1c5147e834c8,acqc.org,Health,18,,,,(718) 896-2500,"161-21 Jamaica Ave, 2nd, 6th, and 7th Floors",JAMAICA,11432,V,,0cc13ae8-0244-44ec-9531-fc8bfae1ead6,,,
doobneek,TRUE,AIDS Center of Queens County (ACQC),Jamaica Site - Main Office,LGBTQ Young Adult,https://www.gogetta.nyc/team/location/3442470d-8b16-42ea-be8c-1c5147e834c8/services/2b7539b6-4b34-409a-a737-458969fadc7f,https://www.gogetta.nyc/find/location/3442470d-8b16-42ea-be8c-1c5147e834c8,acqc.org,LGBTQ Young Adult,13,25,,,(718) 896-2500,"161-21 Jamaica Ave, 2nd, 6th, and 7th Floors",JAMAICA,11432,V,,2b7539b6-4b34-409a-a737-458969fadc7f,,,
doobneek,TRUE,AIDS Center of Queens County (ACQC),Jamaica Site - Main Office,"Doctor, Therapist, Case Worker, Food Program, Harm Reduction, and Pharmacy Registration",https://www.gogetta.nyc/team/location/3442470d-8b16-42ea-be8c-1c5147e834c8/services/3b8327d2-27dd-430c-ab19-5075f9b6b242,https://www.gogetta.nyc/find/location/3442470d-8b16-42ea-be8c-1c5147e834c8,acqc.org,Health,18,,,,(718) 896-2500,"161-21 Jamaica Ave, 2nd, 6th, and 7th Floors",JAMAICA,11432,V,,3b8327d2-27dd-430c-ab19-5075f9b6b242,,,
doobneek,TRUE,AIDS Center of Queens County (ACQC),Jamaica Site - Main Office,Community Food Pantry,https://www.gogetta.nyc/team/location/3442470d-8b16-42ea-be8c-1c5147e834c8/services/e3d6162b-283b-4b4f-99ac-e178671a8729,https://www.gogetta.nyc/find/location/3442470d-8b16-42ea-be8c-1c5147e834c8,acqc.org,Food Pantry,18,,,,(718) 896-2500,"161-21 Jamaica Ave, 2nd, 6th, and 7th Floors",JAMAICA,11432,V,,e3d6162b-283b-4b4f-99ac-e178671a8729,,,
doobneek,TRUE,AIDS Center of Queens County (ACQC),Woodside Youth Drop-in Center,Clothing Drive,https://www.gogetta.nyc/team/location/8a1e80f4-864d-4b83-9d5f-6cf59a9cc212/services/30e0007c-1a88-4c49-8517-aa56d26ae5a7,https://www.gogetta.nyc/find/location/8a1e80f4-864d-4b83-9d5f-6cf59a9cc212,acqc.org,Clothing Pantry,13,24,,,718.472.9400,62-07 Woodside Ave,WOODSIDE,11377,V,,30e0007c-1a88-4c49-8517-aa56d26ae5a7,,,
doobneek,TRUE,AIDS Center of Queens County (ACQC),Woodside Youth Drop-in Center,Health Services,https://www.gogetta.nyc/team/location/8a1e80f4-864d-4b83-9d5f-6cf59a9cc212/services/38758ad7-4ec4-47f9-beca-0d3e02a8abd6,https://www.gogetta.nyc/find/location/8a1e80f4-864d-4b83-9d5f-6cf59a9cc212,acqc.org,Health,13,24,,,718.472.9400,62-07 Woodside Ave,WOODSIDE,11377,V,,38758ad7-4ec4-47f9-beca-0d3e02a8abd6,,,
doobneek,TRUE,AIDS Center of Queens County (ACQC),Woodside Youth Drop-in Center,Food Pantry,https://www.gogetta.nyc/team/location/8a1e80f4-864d-4b83-9d5f-6cf59a9cc212/services/3a9822ad-a83b-4e77-8739-7c2b72ac0150,https://www.gogetta.nyc/find/location/8a1e80f4-864d-4b83-9d5f-6cf59a9cc212,acqc.org,Mobile Pantry,18,,,,718.472.9400,62-07 Woodside Ave,WOODSIDE,11377,V,,3a9822ad-a83b-4e77-8739-7c2b72ac0150,,,
doobneek,TRUE,AIDS Center of Queens County (ACQC),Woodside Youth Drop-in Center,Referral Services,https://www.gogetta.nyc/team/location/8a1e80f4-864d-4b83-9d5f-6cf59a9cc212/services/4831ca95-564e-4f07-8c7c-89966293a49d,https://www.gogetta.nyc/find/location/8a1e80f4-864d-4b83-9d5f-6cf59a9cc212,acqc.org,Other service,13,24,,,718.472.9400,62-07 Woodside Ave,WOODSIDE,11377,V,,4831ca95-564e-4f07-8c7c-89966293a49d,,,
doobneek,TRUE,AIDS Center of Queens County (ACQC),Woodside Youth Drop-in Center,Creative Expression Workshops,https://www.gogetta.nyc/team/location/8a1e80f4-864d-4b83-9d5f-6cf59a9cc212/services/6231d169-7c5c-4ebc-b5e1-2cc8a81318cc,https://www.gogetta.nyc/find/location/8a1e80f4-864d-4b83-9d5f-6cf59a9cc212,acqc.org,Other service,13,24,,,718.472.9400,62-07 Woodside Ave,WOODSIDE,11377,V,,6231d169-7c5c-4ebc-b5e1-2cc8a81318cc,,,
doobneek,TRUE,AIDS Center of Queens County (ACQC),Woodside Youth Drop-in Center,Hot food and Snacks,https://www.gogetta.nyc/team/location/8a1e80f4-864d-4b83-9d5f-6cf59a9cc212/services/7a2ccb3d-a90f-4e02-9256-499ef9c67792,https://www.gogetta.nyc/find/location/8a1e80f4-864d-4b83-9d5f-6cf59a9cc212,acqc.org,Food Pantry,13,24,,,718.472.9400,62-07 Woodside Ave,WOODSIDE,11377,V,,7a2ccb3d-a90f-4e02-9256-499ef9c67792,,,
doobneek,TRUE,AIDS Center of Queens County (ACQC),Woodside Youth Drop-in Center,Shower,https://www.gogetta.nyc/team/location/8a1e80f4-864d-4b83-9d5f-6cf59a9cc212/services/f147baf0-24e4-4a72-b611-e4a1ba1bf159,https://www.gogetta.nyc/find/location/8a1e80f4-864d-4b83-9d5f-6cf59a9cc212,acqc.org,Shower,11,21,,,718.472.9400,62-07 Woodside Ave,WOODSIDE,11377,V,,f147baf0-24e4-4a72-b611-e4a1ba1bf159,,,
doobneek,TRUE,AIDS Healthcare Foundation (AHF),Out of The Closet Thrift Shop,Free HIV Test,https://www.gogetta.nyc/team/location/1876f065-b5b6-4a17-8a55-c1a70314bbe9/services/2c7895b2-fe1e-481e-a819-eff31d71dcde,https://www.gogetta.nyc/find/location/1876f065-b5b6-4a17-8a55-c1a70314bbe9,locations.outofthecloset.org,Health,18,,,,718.637.2955,469 Atlantic Ave,Brooklyn,11217,V,,2c7895b2-fe1e-481e-a819-eff31d71dcde,,,
doobneek,TRUE,AIDS Healthcare Foundation (AHF),Out of The Closet Thrift Shop,Free STI test,https://www.gogetta.nyc/team/location/1876f065-b5b6-4a17-8a55-c1a70314bbe9/services/bdd53fbc-6aa8-44e0-a935-26762105b0e1,https://www.gogetta.nyc/find/location/1876f065-b5b6-4a17-8a55-c1a70314bbe9,locations.outofthecloset.org,Health,18,,,,718.637.2955,469 Atlantic Ave,Brooklyn,11217,V,,bdd53fbc-6aa8-44e0-a935-26762105b0e1,,,
doobneek,TRUE,AIDS Healthcare Foundation (AHF),Bronx,Patient Services,https://www.gogetta.nyc/team/location/b4ff3925-ac14-41e4-b0d7-6c71be113ef0/services/74356f0f-54fa-4e7f-ac80-8670da08b61d,https://www.gogetta.nyc/find/location/b4ff3925-ac14-41e4-b0d7-6c71be113ef0,aidshealth.org,Health,18,,,,347.736.9046,"655 Morris Ave, Ste. 2",The Bronx,10451,V,,74356f0f-54fa-4e7f-ac80-8670da08b61d,,,
doobneek,TRUE,AIDS Healthcare Foundation (AHF),Bronx,Free STI and HIV Testing,https://www.gogetta.nyc/team/location/b4ff3925-ac14-41e4-b0d7-6c71be113ef0/services/e3e0d65e-4313-47f2-9cd2-d0769d1f0803,https://www.gogetta.nyc/find/location/b4ff3925-ac14-41e4-b0d7-6c71be113ef0,aidshealth.org,Health,18,,,,347.736.9046,"655 Morris Ave, Ste. 2",The Bronx,10451,V,,e3e0d65e-4313-47f2-9cd2-d0769d1f0803,,,
doobneek,TRUE,Aishel Shabbat,,Food Pantry,https://www.gogetta.nyc/team/location/08c4a013-bf60-430f-a960-ad8f045db762/services/2b27bdb3-4262-4ca4-bfb8-858c2580c4f8,https://www.gogetta.nyc/find/location/08c4a013-bf60-430f-a960-ad8f045db762,https://www.aishelshabbat.org,Food Pantry,,,x,,"(347) 423-8812, (917) 449-9955",1002 Quentin Road,Brooklyn,11223,V,,2b27bdb3-4262-4ca4-bfb8-858c2580c4f8,,,
doobneek,TRUE,Ali Forney Center (AFC),DYCD Youth Drop-in Center,Mental and Physical Health,https://www.gogetta.nyc/team/location/bd0e8924-b7d1-43bc-a2fa-9babf09555ca/services/33396d32-609d-4f4c-a0ad-a4e385937be8,https://www.gogetta.nyc/find/location/bd0e8924-b7d1-43bc-a2fa-9babf09555ca,aliforneycenter.org,Health,16,25,,,212.222.3427,"307 W 38th St, 3rd Fl",New York,10018,V,,33396d32-609d-4f4c-a0ad-a4e385937be8,,,
doobneek,TRUE,Ali Forney Center (AFC),DYCD Youth Drop-in Center,Mail,https://www.gogetta.nyc/team/location/bd0e8924-b7d1-43bc-a2fa-9babf09555ca/services/4cf5c164-1e9f-46ff-a2c1-859fa28ba438,https://www.gogetta.nyc/find/location/bd0e8924-b7d1-43bc-a2fa-9babf09555ca,aliforneycenter.org,Mail,16,25,,,212.222.3427,"307 W 38th St, 3rd Fl",New York,10018,V,,4cf5c164-1e9f-46ff-a2c1-859fa28ba438,,,
doobneek,TRUE,Ali Forney Center (AFC),DYCD Youth Drop-in Center,LGBTQIA2S+ Young Adult Overnight Services,https://www.gogetta.nyc/team/location/bd0e8924-b7d1-43bc-a2fa-9babf09555ca/services/8d910015-44d0-42f7-abf6-4dfe304a200d,https://www.gogetta.nyc/find/location/bd0e8924-b7d1-43bc-a2fa-9babf09555ca,aliforneycenter.org,LGBTQ Young Adult,16,25,,,212.222.3427,"307 W 38th St, 3rd Fl",New York,10018,V,,8d910015-44d0-42f7-abf6-4dfe304a200d,,,
doobneek,TRUE,Ali Forney Center (AFC),DYCD Youth Drop-in Center,Drop-in Space,https://www.gogetta.nyc/team/location/bd0e8924-b7d1-43bc-a2fa-9babf09555ca/services/a89c0c41-3a7e-4c84-b684-9326d67c46b6,https://www.gogetta.nyc/find/location/bd0e8924-b7d1-43bc-a2fa-9babf09555ca,aliforneycenter.org,Other service,16,25,,,212.222.3427,"307 W 38th St, 3rd Fl",New York,10018,V,,a89c0c41-3a7e-4c84-b684-9326d67c46b6,,,
doobneek,TRUE,Ali Forney Center (AFC),DYCD Youth Drop-in Center,Free to be Youth Project (FYP) by Urban Justice,https://www.gogetta.nyc/team/location/bd0e8924-b7d1-43bc-a2fa-9babf09555ca/services/fa117871-da14-46f4-a854-718d801b99f2,https://www.gogetta.nyc/find/location/bd0e8924-b7d1-43bc-a2fa-9babf09555ca,aliforneycenter.org,Other service,16,25,,,212.222.3427,"307 W 38th St, 3rd Fl",New York,10018,V,,fa117871-da14-46f4-a854-718d801b99f2,,,
,,Alianza – La Plaza Beacon Food Pantry,,Food Pantry,https://www.gogetta.nyc/team/location/fd065481-cb39-4d01-8427-26517c52bd96/services/c7573300-cb48-4846-b38a-2377e45b5de3,https://www.gogetta.nyc/find/location/fd065481-cb39-4d01-8427-26517c52bd96,cccsny.org/services/alianza-after-school-programs,Food Pantry,,,,,(212) 862-6401,515 W 182nd St,New York,10033,,,c7573300-cb48-4846-b38a-2377e45b5de3,,,
Kiesha,TRUE,All Angels' Church,Pathways Adult Drop-In Program,Shower,https://www.gogetta.nyc/team/location/c17db0ff-e6c7-4f84-8b5f-6df0c917fe88/services/29d08e8e-8c96-4eca-9052-c580c9234c63,https://www.gogetta.nyc/find/location/c17db0ff-e6c7-4f84-8b5f-6df0c917fe88,allangelschurch.com/community-ministries/get-services,Shower,18,,,,212.362.9300,251 W 80th St,New York,10024,V,,29d08e8e-8c96-4eca-9052-c580c9234c63,,,
Kiesha,TRUE,All Angels' Church,Pathways Adult Drop-In Program,Breakfast,https://www.gogetta.nyc/team/location/c17db0ff-e6c7-4f84-8b5f-6df0c917fe88/services/3dc9c0cd-75d6-4d86-8401-969e62103bfa,https://www.gogetta.nyc/find/location/c17db0ff-e6c7-4f84-8b5f-6df0c917fe88,allangelschurch.com/community-ministries/get-services,Food,18,,,,212.362.9300,251 W 80th St,New York,10024,V,,3dc9c0cd-75d6-4d86-8401-969e62103bfa,,,
Kiesha,TRUE,All Angels' Church,Pathways Adult Drop-In Program,Worship Meal,https://www.gogetta.nyc/team/location/c17db0ff-e6c7-4f84-8b5f-6df0c917fe88/services/701940e5-caba-42b6-bdb0-7e4f9b94f7e4,https://www.gogetta.nyc/find/location/c17db0ff-e6c7-4f84-8b5f-6df0c917fe88,allangelschurch.com/community-ministries/get-services,Food,18,,,,212.362.9300,251 W 80th St,New York,10024,V,,701940e5-caba-42b6-bdb0-7e4f9b94f7e4,,,
Kiesha,TRUE,All Angels' Church,Pathways Adult Drop-In Program,Mail Service,https://www.gogetta.nyc/team/location/c17db0ff-e6c7-4f84-8b5f-6df0c917fe88/services/91db3faa-69da-4ec5-936e-ee04b9d1a9f5,https://www.gogetta.nyc/find/location/c17db0ff-e6c7-4f84-8b5f-6df0c917fe88,allangelschurch.com/community-ministries/get-services,Other service,,,,,212.362.9300,251 W 80th St,New York,10024,V,,91db3faa-69da-4ec5-936e-ee04b9d1a9f5,,,
Kiesha,TRUE,All Angels' Church,Pathways Adult Drop-In Program,Clothing Closet,https://www.gogetta.nyc/team/location/c17db0ff-e6c7-4f84-8b5f-6df0c917fe88/services/b0abccb5-4680-412b-95bc-7b5aa096c723,https://www.gogetta.nyc/find/location/c17db0ff-e6c7-4f84-8b5f-6df0c917fe88,allangelschurch.com/community-ministries/get-services,Clothing,18,,,,212.362.9300,251 W 80th St,New York,10024,V,,b0abccb5-4680-412b-95bc-7b5aa096c723,,,
Kiesha,TRUE,All Angels' Church,Pathways Adult Drop-In Program,Healthcare,https://www.gogetta.nyc/team/location/c17db0ff-e6c7-4f84-8b5f-6df0c917fe88/services/fc810ed7-d4d4-42e6-a877-fd6b64470a27,https://www.gogetta.nyc/find/location/c17db0ff-e6c7-4f84-8b5f-6df0c917fe88,allangelschurch.com/community-ministries/get-services,Health,,,X,,212.362.9300,251 W 80th St,New York,10024,V,,fc810ed7-d4d4-42e6-a877-fd6b64470a27,,,
,,All Nations Baptist Church of Woodhaven,,Food Pantry,https://www.gogetta.nyc/team/location/61c64ed5-ba1b-408a-add1-5ec0ed2a290d/services/f053195f-bb34-437f-bc0e-f549a51c4b0e,https://www.gogetta.nyc/find/location/61c64ed5-ba1b-408a-add1-5ec0ed2a290d,,Food Pantry,,,,,(718) 296-2025,86-76 80th Street,WOODHAVEN,11421,,,f053195f-bb34-437f-bc0e-f549a51c4b0e,,,
,,"All People's Church Apostolic Faith, Inc",,Food Pantry,https://www.gogetta.nyc/team/location/5696ed57-7225-4813-9776-d955aef868b1/services/5e3dee3b-8b28-4a09-8c5c-9a6a6b009b25,https://www.gogetta.nyc/find/location/5696ed57-7225-4813-9776-d955aef868b1,,Food Pantry,,,,,(718) 782-3703,182 Tompkins Avenue,BROOKLYN,11206,,,5e3dee3b-8b28-4a09-8c5c-9a6a6b009b25,,,
doobneek,TRUE,All Saints Church Episcopal Ministry,,Food Pantry,https://www.gogetta.nyc/team/location/b9e752ec-4ecd-49be-bc18-559786ac3452/services/ab667345-39bc-446a-ba19-81fcab145ee4,https://www.gogetta.nyc/find/location/b9e752ec-4ecd-49be-bc18-559786ac3452,https://www.allsaintswillowbrook.org/,Food Pantry,,,x,,(718) 698-1338,2329 Victory Blvd,Staten Island,10314,V,,ab667345-39bc-446a-ba19-81fcab145ee4,,,
,,All Saints Lutheran Church,Jamaica,Food Pantry,https://www.gogetta.nyc/team/location/3ec9d839-b18d-4235-ac88-728841acdb9e/services/55808653-bf77-417a-b264-1dc7a4293f13,https://www.gogetta.nyc/find/location/3ec9d839-b18d-4235-ac88-728841acdb9e,mnys.org/locations/all-saints-lutheran-church-jamaica,Food Pantry,,,,,(718) 380-4710,164-2 Goethals Ave,Jamaica,11432,,,55808653-bf77-417a-b264-1dc7a4293f13,,,
doobneek,TRUE,All Saints Ukrainian Orthodox Church,,Second Lives Narcotics Anonymous In-Person Meetings,https://www.gogetta.nyc/team/location/13d4f1e3-f10a-4d55-9e76-6ef83f48e149/services/1152caec-0bb1-4d45-842f-b1b65f3a33be,https://www.gogetta.nyc/find/location/13d4f1e3-f10a-4d55-9e76-6ef83f48e149,newyorkna.org/in-person-meetings,Other service,,,x,,,206 E 11th St,New York,10003,V,,1152caec-0bb1-4d45-842f-b1b65f3a33be,,,
doobneek,TRUE,All Souls Unitarian Church,,Food Pantry,https://www.gogetta.nyc/team/location/4d70929c-e4d1-44be-9a03-a1816c73d387/services/1e5de219-2cec-46af-b0aa-d5004bdf351f,https://www.gogetta.nyc/find/location/4d70929c-e4d1-44be-9a03-a1816c73d387,allsouls-nyc.org,Food Pantry,,,x,,"(212) 535-5530, (212) 628-8568",1157 Lexington Ave,New York,10075,V,,1e5de219-2cec-46af-b0aa-d5004bdf351f,,,
doobneek,TRUE,All Souls Unitarian Church,,Monday Night Hospitality,https://www.gogetta.nyc/team/location/4d70929c-e4d1-44be-9a03-a1816c73d387/services/2fd3b43c-e374-44cc-9088-2f4c14946a4d,https://www.gogetta.nyc/find/location/4d70929c-e4d1-44be-9a03-a1816c73d387,allsouls-nyc.org,Soup Kitchen,,,x,,"(212) 535-5530, (212) 628-8568, (917) 653-0333",1157 Lexington Ave,New York,10075,V,,2fd3b43c-e374-44cc-9088-2f4c14946a4d,,,
doobneek,TRUE,All Souls Unitarian Church,,Friday Soup Kitchen,https://www.gogetta.nyc/team/location/4d70929c-e4d1-44be-9a03-a1816c73d387/services/ac83550c-2d07-46e7-94db-b6be8929ee31,https://www.gogetta.nyc/find/location/4d70929c-e4d1-44be-9a03-a1816c73d387,allsouls-nyc.org,Soup Kitchen,,,,,"(212) 535-5530, (212) 628-8568",1157 Lexington Ave,New York,10075,V,,ac83550c-2d07-46e7-94db-b6be8929ee31,,,
,FALSE,Alliance of Families for Justice (AFJ),,Thursday Organizational Meeting,https://www.gogetta.nyc/team/location/cfed4cf7-bfb6-422b-a09b-879cdc488330/services/101e0e8e-23a7-4fa7-b5f4-3298bf8eb1fa,https://www.gogetta.nyc/find/location/cfed4cf7-bfb6-422b-a09b-879cdc488330,afj-ny.org,Other service,,,,,"347.973.0580, 646.776.0117","8 W 126th St, 3rd Floor",New York,10027,V,,101e0e8e-23a7-4fa7-b5f4-3298bf8eb1fa,,,
doobneek,TRUE,Alliance of Families for Justice (AFJ),,Youth Empowerment Project,https://www.gogetta.nyc/team/location/cfed4cf7-bfb6-422b-a09b-879cdc488330/services/368b93a3-febf-440b-814f-c2464559476c,https://www.gogetta.nyc/find/location/cfed4cf7-bfb6-422b-a09b-879cdc488330,afj-ny.org,Other service,16,25,,,"347.973.0580, 646.776.0117","8 W 126th St, 3rd Floor",New York,10027,V,,368b93a3-febf-440b-814f-c2464559476c,,,
,FALSE,Alliance of Families for Justice (AFJ),,Weekly Family Empowerment Circles,https://www.gogetta.nyc/team/location/cfed4cf7-bfb6-422b-a09b-879cdc488330/services/5f2513d3-253c-44bd-9534-af957ef1ab2e,https://www.gogetta.nyc/find/location/cfed4cf7-bfb6-422b-a09b-879cdc488330,afj-ny.org,Other service,,,,,"347.973.0580, 646.776.0117","8 W 126th St, 3rd Floor",New York,10027,V,,5f2513d3-253c-44bd-9534-af957ef1ab2e,,,
